fips	hesitant	maskuse	stateicp	countyname	rep_house2012	rep_pres2012	happening2014	consensus2014	worried2014	happening2020	consensus2020	worried2020	socialdist_avg	sk2014	flu_vaccinated	toxpiscore	healthenvironmenthealthdispariti	conservative	republican	vaccinated_18pluspop_ratio	rep_pres2016	gisjoin	statefips	countyfips	countyname_long	rep_house2016	temp	rain	lat	lon	male_share	elder_share	native_share	income	white_share	col_share	popden	mfg_share_diff	diff_trump_house	diff_house_trump
1025.0	0.1735	0.862	41	"CLARKE"	0.5762894	0.53931123	54	29	44	62.474	40.441	54.955	3.9875000000000003	0.41195405	40.0	0.6195967	0.61756134	0.3888889	0.11764706	0.45599997	0.54792416	"G0100250"	1	25	"CLARKE COUNTY"	0.9847856	18.220222	1522.4	31.6767	-87.8308	0.4720698	0.18878055	0.99447316	9.904586947979428	0.5374048	0.19668989	7.897158E-6	-0.083966985	-0.43686146	0.43686146
1027.0	0.1783	0.69299996	41	"CLAY"	0.7342743	0.72305614	57	34	48	54.66	35.977	46.736	3.7875	-0.9631104	38.7	0.5758963	0.5533881	0.22222222	0.3125	0.375	0.7918176	"G0100270"	1	27	"CLAY COUNTY"	0.79838216	16.116087	1448.6086	33.269	-85.8605	0.4906367	0.20768158	0.97884995	9.849928535441565	0.8188294	0.15987526	8.705118E-6	-0.05060041	-0.0065645576	0.0065645576
1029.0	0.1783	0.723	41	"CLEBURNE"	0.8447001	0.8361618	59	37	51	57.483	43.226	49.623	3.95	-1.1800399	40.9	0.53058594	0.6074428	0.3846154	0.25	0.292	0.8742606	"G0100290"	1	29	"CLEBURNE COUNTY"	0.8795387	15.651999	1411.0	33.6745	-85.5188	0.49192795	0.19533022	0.9901935	9.890199658209193	0.94029355	0.15289097	1.03332795E-5	-0.08242218	-0.0052781105	0.0052781105
1031.0	0.1758	0.746	41	"COFFEE"	0.74214774	0.74183106	58	33	47	59.04	38.788	47.768	4.8375	-0.48402834	39.8	0.5781693	0.3909384	0.5074627	0.55	0.36400002	0.764434	"G0100310"	1	31	"COFFEE COUNTY"	0.54710525	18.3988	1447.08	31.4027	-85.9882	0.49550527	0.16701494	0.95457953	10.094273187742212	0.77009815	0.32182872	2.8845703E-5	-0.062597245	0.21732873	-0.21732873
1033.0	0.1738	0.821	41	"COLBERT"	0.58798057	0.59593755	53	28	43	61.486	39.893	50.392	4.7875	-0.2444873	39.2	0.55448914	0.42371133	0.45348838	0.41025642	0.461	0.6721252	"G0100330"	1	33	"COLBERT COUNTY"	0.9812298	15.561363	1453.0	34.7005	-87.8049	0.4837129	0.19880347	0.9817034	9.987966559114067	0.79565436	0.25478175	3.550186E-5	-0.028772935	-0.30910456	0.30910456
1035.0	0.1735	0.85	41	"CONECUH"	0.4612621	0.4897465	58	34	50	62.348	40.279	54.42	3.55	-0.6027389	42.6	0.6052101	0.65911025	0.3	0.3	0.39099997	0.5193622	"G0100350"	1	35	"CONECUH COUNTY"	0.47044456	17.962423	1534.1515	31.4292	-86.9937	0.47577974	0.21432422	0.9909126	9.644781588320864	0.5219869	0.15173572	5.8971937E-6	-0.090581015	0.04891765	-0.04891765
1037.0	0.1806	0.814	41	"COOSA"	0.55123883	0.5786677	53	28	42	61.468	40.381	52.629	2.95	-0.6691603	41.3	0.5548793	0.45644733	0.8333333	0.8333333	0.367	0.6437548	"G0100370"	1	37	"COOSA COUNTY"	0.65354484	16.940435	1441.3914	32.9362	-86.2477	0.5116031	0.1975638	0.98337334	9.784084455288346	0.6712012	0.15429544	6.6712496E-6	-0.12928183	-0.009790063	0.009790063
1039.0	0.1758	0.686	41	"COVINGTON"	0.7852577	0.787979	58	35	50	58.216	39.965	48.274	4.4625	-0.46000355	43.4	0.60494477	0.5670024	0.5	0.4074074	0.345	0.83230865	"G0100390"	1	39	"COVINGTON COUNTY"	0.6314535	18.329714	1519.9714	31.2485	-86.4513	0.48369896	0.21332595	0.9885431	9.949464238776152	0.84541065	0.23819774	1.419365E-5	-0.040165007	0.20085514	-0.20085514
1041.0	0.1758	0.848	41	"CRENSHAW"	0.6685879	0.67482084	55	30	44	61.921	43.682	53.594	3.7125	-0.83662707	42.9	0.57916397	0.48404694	0.54545456	0.2857143	0.33099997	0.72012126	"G0100410"	1	41	"CRENSHAW COUNTY"	0.54755956	18.066818	1441.7273	31.7315	-86.3136	0.48844886	0.18338355	0.9772564	9.92162212273161	0.71796525	0.19859347	8.838928E-6	0.040913254	0.1725617	-0.1725617
1043.0	0.1805	0.845	41	"CULLMAN"	0.8487646	0.8415997	53	31	43	49.259	34.992	41.965	4.7	-0.76313955	38.3	0.59352297	0.49202973	0.5276074	0.5170068	0.374	0.87104267	"G0100430"	1	43	"CULLMAN COUNTY"	0.9907302	15.373793	1457.6552	34.1319	-86.8676	0.49670252	0.18972827	0.97161204	9.9572652582166	0.955509	0.2554713	4.2384825E-5	-0.065574095	-0.11968756	0.11968756
1045.0	0.1768	0.798	41	"DALE"	0.7052042	0.70636415	57	33	47	59.623	39.552	50.468	4.7875	-1.0302384	37.9	0.6315792	0.5482728	0.4868421	0.3283582	0.505	0.73646593	"G0100450"	1	45	"DALE COUNTY"	0.49936107	18.435883	1405.2354	31.4318	-85.611	0.49447143	0.15523964	0.96918803	10.015386645033537	0.749985	0.27371788	3.4411718E-5	-0.033669546	0.23710486	-0.23710486
1047.0	0.1808	0.805				0.30010024	60	34	50	70.438	47.723	63.288	4.375	-0.06712802	35.3	0.64942783	0.6475827	0.3611111	0.12307692	0.393	0.30805662	"G0100470"	1	47			18.148285	1398.8286	32.326	-87.1065	0.46264887	0.17067122	0.9941043	9.776449319365405	0.28818753	0.21693924	1.6862425E-5	-0.041907728		
1049.0	0.1898	0.865	41	"DEKALB"	0.71712106	0.7681767	55	31	46	58.752	39.326	49.199	4.75	-1.2401018	38.4	0.5980086	0.58744496	0.47619048	0.39240506	0.306	0.82881594	"G0100490"	1	49	"DEKALB COUNTY"	0.983871	14.391724	1447.3103	34.4598	-85.8041	0.4961308	0.16824718	0.9241917	9.820975130961664	0.8858373	0.19808415	3.5313424E-5	-0.1264484	-0.15505505	0.15505505
1051.0	0.1685	0.864	41	"ELMORE"	0.74462056	0.7398337	54	30	43	58.695	40.259	49.664	4.625	-0.57730097	43.6	0.59702754	0.33596447	0.5540541	0.6230769	0.412	0.74165326	"G0100510"	1	51	"ELMORE COUNTY"	0.5747136	17.706364	1425.7273	32.5966	-86.1492	0.48941123	0.14579001	0.9811631	10.093487885257083	0.7544976	0.3009043	5.01421E-5	-0.021538742	0.16693968	-0.16693968
1053.0	0.1735	0.86	41	"ESCAMBIA"	0.9877301	0.6245881	54	30	45	57.457	37.929	49.993	4.4125	-0.2508468	39.0	0.65763193	0.6788473	0.44117647	0.46774194	0.32	0.6692489	"G0100530"	1	53	"ESCAMBIA COUNTY"	0.98111004	18.166874	1585.5312	31.1261	-87.1616	0.51611376	0.17990641	0.9923243	9.721545923560459	0.6212344	0.18560284	1.554164E-5	-0.061093897	-0.31186116	0.31186116
1055.0	0.1797	0.801	41	"ETOWAH"	0.6915282	0.6849283	50	28	40	59.326	42.338	50.169	4.8375	-0.31302854	35.9	0.5938333	0.5013387	0.41379312	0.4256757	0.372	0.732565	"G0100550"	1	55	"ETOWAH COUNTY"	0.97699326	15.581053	1433.2632	34.0453	-86.0348	0.48322225	0.18490098	0.97622114	9.925493632798743	0.8153967	0.23954436	7.514764E-5	-0.032664806	-0.24442828	0.24442828
1057.0	0.1855	0.81299996	41	"FAYETTE"	0.7103874	0.7618928	52	28	42	55.366	35.472	46.504	4.075	-0.58012736	43.9	0.5756405	0.52876246	0.5263158	0.4117647	0.33099997	0.8136744	"G0100570"	1	57	"FAYETTE COUNTY"	0.9912605	16.529545	1477.2273	33.7212	-87.7388	0.49691522	0.21364358	0.9943005	9.854297308345357	0.8615665	0.20896523	1.0469162E-5	-0.06901935	-0.17758614	0.17758614
1059.0	0.1738	0.86300004	41	"FRANKLIN"	0.6883983	0.69684136	54	31	46	57.627	39.094	49.62	4.5	-1.4817626	38.1	0.5985933	0.60124147	0.5	0.4090909	0.43	0.7862126	"G0100590"	1	59	"FRANKLIN COUNTY"	0.9863953	15.657916	1470.2084	34.4417	-87.8437	0.49092	0.17402016	0.90168333	9.828710125578304	0.89757764	0.16884038	1.9288034E-5	-0.03951934	-0.20018268	0.20018268
1061.0	0.1768	0.69200003	41	"GENEVA"	0.8089109	0.81051236	53	29	43	56.687	37.34	46.665	4.1625	-0.9970277	40.7	0.61562526	0.6493196	0.2413793	0.25	0.36200002	0.8499745	"G0100610"	1	61	"GENEVA COUNTY"	0.49391058	18.770624	1465.375	31.095	-85.8391	0.4894466	0.20092481	0.9798255	9.904836642105424	0.8657145	0.18197833	1.8025014E-5	-0.064736485	0.35606393	-0.35606393
1063.0	0.1808	0.91700006				0.1505618	55	30	50	71.194	47.727	64.563	3.7375	-0.11729737	37.2	0.6501396	0.68443376	0.18181819	0.18181819	0.458	0.17172131	"G0100630"	1	63			17.437143	1406.619	32.8531	-87.9522	0.4680609	0.18833826	0.99829507	9.543664802306665	0.17719936	0.17425272	5.2493815E-6	0.030817851		
1065.0	0.1808	0.914				0.3713988	59	33	49	67.942	46.79	62.857	3.575	-0.83521384	35.2	0.6464481	0.60941935	0.42857143	0.23076923	0.582	0.39465174	"G0100650"	1	65			17.6956	1399.0	32.7627	-87.6291	0.47164294	0.18196583	0.9930488	9.840228212896937	0.39842784	0.21140486	9.229502E-6	-0.08767414		
1067.0	0.1768	0.866	41	"HENRY"	0.6497723	0.6424658	52	28	42	59.998	39.9	51.041	3.95	-0.11729737	41.9	0.549758	0.48054677	0.4	0.22222222	0.412	0.6977205	"G0100670"	1	67	"HENRY COUNTY"	0.44777662	18.37611	1371.7778	31.5147	-85.2414	0.47631732	0.21522872	0.975333	10.029326937375275	0.69774175	0.24408872	1.1870017E-5	-0.10097176	0.24994391	-0.24994391
1069.0	0.1768	0.836	41	"HOUSTON"	0.70216894	0.69826806	54	29	43	61.596	41.542	51.608	4.875	-0.5688216	43.4	0.59604764	0.48745456	0.46285716	0.44295302	0.41	0.7206548	"G0100690"	1	69	"HOUSTON COUNTY"	0.45355764	18.77591	1397.6364	31.1532	-85.3025	0.4793993	0.1698018	0.9761445	10.06441521664241	0.6985031	0.2857737	6.863981E-5	-0.045405537	0.26709715	-0.26709715
1071.0	0.1898	0.819	41	"JACKSON"	0.68523693	0.7017058	49	27	44	54.166	35.087	47.038	4.5375	-1.404742	40.1	0.5866841	0.5305214	0.47311828	0.47560975	0.44099998	0.7945101	"G0100710"	1	71	"JACKSON COUNTY"	0.7731779	14.608333	1472.3334	34.7795	-85.9994	0.4939825	0.19627632	0.9765525	9.906233778204154	0.9129065	0.2000269	1.8989385E-5	-0.11370075	0.021332204	-0.021332204
1073.0	0.149	0.91400003	41	"JEFFERSON"	0.44961548	0.46618825	56	34	47	66.697	52.116	59.561	4.875	0.13566925	44.5	0.62391305	0.37312946	0.30516014	0.2306163	0.551	0.44303742	"G0100730"	1	73	"JEFFERSON COUNTY"	0.7009806	16.415237	1457.119	33.5543	-86.8964	0.4728657	0.15481745	0.96062136	10.199732855648397	0.5298027	0.37913853	2.289055E-4	-0.01575575	-0.25794318	0.25794318
1075.0	0.1855	0.848	41	"LAMAR"	0.5741586	0.7615127	51	28	41	52.636	33.769	44.844	4.0375	-1.0542631	40.3	0.54159915	0.588648	0.7368421	0.33333334	0.417	0.8359173	"G0100750"	1	75	"LAMAR COUNTY"	0.9904098	16.587036	1468.5927	33.7791	-88.097	0.48100644	0.21124195	0.99313146	9.857129428557979	0.87328285	0.17909415	9.107944E-6	-0.09034406	-0.1544925	0.1544925
1077.0	0.1738	0.78900003	41	"LAUDERDALE"	0.6415461	0.6475734	57	33	46	63.4	44.694	53.737	4.7	0.65644133	39.9	0.58744735	0.3573052	0.35185185	0.1980198	0.445	0.70585704	"G0100770"	1	77	"LAUDERDALE COUNTY"	0.6927406	15.152916	1438.3334	34.9014	-87.654	0.47918734	0.19201337	0.97971547	10.084766899751639	0.8697456	0.28570744	5.36509E-5	-0.086961195	0.013116419	-0.013116419
1079.0	0.1713	0.758	41	"LAWRENCE"	0.63637024	0.62882656	54	30	44	56.131	36.447	48.408	4.3375	-0.86983776	42.8	0.5914543	0.49461114	0.44	0.3809524	0.447	0.730528	"G0100790"	1	79	"LAWRENCE COUNTY"	0.987588	15.5575	1453.8334	34.5217	-87.311	0.48573962	0.17233634	0.99172455	9.956696510867271	0.77860206	0.17675452	1.8914423E-5	-0.05868694	-0.25706	0.25706
1081.0	0.1417	0.88299996	41	"LEE"	0.6182118	0.59224784	58	33	46	69.091	50.565	57.361	4.8375	-1.3072298	41.7	0.6076628	0.37187472	0.36526945	0.37671232	0.379	0.5848355	"G0100810"	1	81	"LEE COUNTY"	0.6345023	17.269545	1371.409	32.6011	-85.3555	0.4933216	0.11292374	0.9436159	10.09104537612533	0.7059206	0.40720835	9.392373E-5	-0.037854284	-0.049666762	0.049666762
1083.0	0.16	0.864	41	"LIMESTONE"	0.7137769	0.7133591	49	28	41	54.14	37.721	49.248	4.8375	-0.9440319	44.6	0.5955452	0.4131332	0.4680851	0.46341464	0.352	0.7213729	"G0100830"	1	83	"LIMESTONE COUNTY"	0.73873854	15.227307	1424.6154	34.8101	-86.9814	0.5046176	0.14693634	0.9550633	10.152610692809285	0.8127273	0.30234236	6.0105707E-5	-0.09503552	-0.017365634	0.017365634
1085.0	0.1685	0.80799997				0.23347959	60	34	50	69.629	44.583	62.953	3.5875	-0.67198676	36.9	0.57864743	0.6232594	0.5	0.6666667	0.45700002	0.26196888	"G0100850"	1	85			18.146818	1411.091	32.1547	-86.6501	0.4716981	0.17374977	0.9966111	9.800679332554447	0.25828907	0.19541019	5.8882547E-6	0.03884113		
1087.0	0.1676	0.958	41	"MACON"	0.1690448	0.12805465	62	36	51	72.42	49.68	64.946	3.875	-0.7800982	39.5	0.6340825	0.59416884	0.22727273	0.2777778	0.41599998	0.15656455	"G0100870"	1	87	"MACON COUNTY"	0.17763962	17.73091	1395.6818	32.3859	-85.6926	0.45905876	0.16917825	0.98727137	9.747593687577451	0.16469154	0.25045604	1.30024955E-5	0.022721395	-0.02107507	0.02107507
1089.0	0.145	0.889	41	"MADISON"	0.6082008	0.58612525	57	34	45	65.669	49.648	56.88	4.875	-0.6020323	44.5	0.5783394	0.23202237	0.3803419	0.30921054	0.58	0.5478949	"G0100890"	1	89	"MADISON COUNTY"	0.60199255	15.169655	1445.8966	34.7631	-86.5502	0.48953032	0.14588802	0.9459282	10.38303920399699	0.6902709	0.4660632	1.653226E-4	-0.06713967	-0.054097652	0.054097652
1091.0	0.1808	0.81600004				0.46251193	55	29	44	64.683	40.718	55.167	3.925	0.500987	36.6	0.5875018	0.5621934	0.51282054	0.2	0.499	0.4759869	"G0100910"	1	91			17.974054	1437.4595	32.2477	-87.7895	0.46610376	0.19966811	0.9918493	10.022558647177142	0.46966666	0.22606325	8.098059E-6	-0.09600742		
1093.0	0.1833	0.806	41	"MARION"	0.78475934	0.8010739	52	29	42	55.167	37.592	45.219	4.625	-0.9291931	43.3	0.5917558	0.5125893	0.5555556	0.5294118	0.341	0.8682994	"G0100930"	1	93	"MARION COUNTY"	0.98947644	16.008	1482.4	34.1366	-87.8871	0.49631473	0.21774167	0.98349005	9.909718102286764	0.93929964	0.18937963	1.5878582E-5	-0.14741854	-0.12117702	0.12117702
1095.0	0.1618	0.861	41	"MARSHALL"	0.8169411	0.79429466	54	32	45	57.655	39.721	48.256	4.8375	-1.0422508	42.4	0.59887844	0.5363954	0.47586206	0.48387095	0.42299998	0.82775515	"G0100950"	1	95	"MARSHALL COUNTY"	0.98690706	15.079583	1447.4584	34.367	-86.3066	0.49191996	0.17245886	0.9229609	9.951086531335408	0.9252133	0.24028093	6.42235E-5	-0.06591754	-0.15915191	0.15915191
1097.0	0.1677	0.852	41	"MOBILE"	0.972321	0.54266745	56	33	46	62.65	45.886	54.78	4.9125	-0.5476233	43.4	0.6445253	0.48875484	0.35787672	0.29174665	0.455	0.5506406	"G0100970"	1	97	"MOBILE COUNTY"	0.9521121	19.284782	1639.8914	30.7872	-88.2058	0.47890446	0.15545894	0.9682595	10.043640722719532	0.6024442	0.2904397	1.3003015E-4	-0.02534607	-0.4014715	0.4014715
1099.0	0.1735	0.848	41	"MONROE"	0.98651826	0.5361412	57	31	47	63.042	43.857	55.479	3.8	-0.23883441	40.2	0.62832856	0.6445992	0.35	0.2777778	0.38099998	0.56420994	"G0100990"	1	99	"MONROE COUNTY"	0.97589165	18.088856	1516.8857	31.5709	-87.3654	0.47865298	0.19223422	0.9916478	9.697262571660614	0.5524901	0.2000265	8.4732255E-6	-0.093265414	-0.4116817	0.4116817
1101.0	0.1522	0.848	41	"MONTGOMERY"	0.39125225	0.37608415	60	34	48	72.322	50.715	63.308	4.9125	0.20279726	41.0	0.63088363	0.483698	0.33080807	0.25212464	0.493	0.35464862	"G0101010"	1	101	"MONTGOMERY COUNTY"	0.4370084	18.11724	1408.6207	32.2203	-86.2076	0.47546864	0.14155997	0.95663536	10.130184782049636	0.393747	0.3728392	1.126679E-4	0.022733502	-0.08235979	0.08235979
1103.0	0.1713	0.84499997	41	"MORGAN"	0.725058	0.71753544	56	32	46	56.532	38.009	49.161	4.875	-0.4423383	43.6	0.61239856	0.41459116	0.43333334	0.38125	0.42400002	0.7401864	"G0101030"	1	103	"MORGAN COUNTY"	0.75785875	15.443157	1444.7894	34.4535	-86.8529	0.49132314	0.16894375	0.95290786	10.095016590080995	0.82730657	0.27096394	7.980399E-5	-0.073279545	-0.01767236	0.01767236
1105.0	0.1808	0.89199996				0.24692573	57	31	46	70.238	46.683	63.515	2.9125	-0.5688216	35.3	0.6000089	0.63755816	0.2	0.07692308	0.45	0.26657826	"G0101050"	1	105			17.798332	1401.1666	32.6385	-87.2944	0.46447122	0.20621386	0.9926492	9.471781133222736	0.3048123	0.15962891	5.473946E-6	-0.048558354		
1107.0	0.1687	0.90999997				0.5331391	54	29	44	65.324	43.336	56.874	3.6625	-0.27840462	40.5	0.60218734	0.59459347	0.57894737	0.3888889	0.433	0.5717879	"G0101070"	1	107			17.033749	1432.4688	33.2808	-88.0887	0.48204187	0.1926741	0.99724895	9.759039648170255	0.56100667	0.15801504	8.598511E-6	-0.072906524		
1109.0	0.1676	0.808	41	"PIKE"	0.57333624	0.56447154	54	30	43	67.493	50.42	59.008	4.5875	-0.5589291	39.6	0.65032387	0.60113126	0.5416667	0.4	0.366	0.58421934	"G0101090"	1	109	"PIKE COUNTY"	0.48106602	18.00724	1403.138	31.8027	-85.9409	0.4752228	0.14830202	0.9635417	9.874264693859224	0.5869762	0.2853512	1.9081806E-5	0.014714509	0.10315332	-0.10315332
1111.0	0.1783	0.617	41	"RANDOLPH"	0.6979505	0.694749	55	31	46	58.026	38.494	49.047	4.2	-0.94261867	40.7	0.6534956	0.48782602	0.60714287	0.29166666	0.316	0.7563561	"G0101110"	1	111	"RANDOLPH COUNTY"	0.7579457	16.17875	1425.875	33.2938	-85.4591	0.48807427	0.19868861	0.98028517	9.869103125674297	0.76971483	0.19008051	1.5112895E-5	-0.057217896	-0.0015895963	0.0015895963
1113.0	0.1676	0.863	41	"RUSSELL"	0.45858827	0.43847662	59	34	49	67.022	45.545	58.679	4.7875	-1.5199196	36.8	0.6403036	0.5831181	0.31683168	0.2777778	0.36200002	0.4782925	"G0101130"	1	113	"RUSSELL COUNTY"	0.5051334	18.021818	1325.6818	32.2884	-85.1849	0.4854686	0.14140049	0.977887	9.885934393288538	0.53720605	0.24068752	3.431402E-5	-0.09643928	-0.026840895	0.026840895
1115.0	0.1854	0.839				0.8259645	54	29	43	58.064	36.376	46.485	4.7875	-1.266953	45.6	0.5942048	0.38091338	0.45588234	0.5041322	0.363	0.8242448	"G0101150"	1	115		0.8397546	15.9852	1448.48	33.7157	-86.3146	0.5003402	0.15924075	0.98060817	10.080084421193217	0.8810915	0.23502155	5.2084193E-5	-0.017170444	-0.015509784	0.015509784
1117.0	0.1422	0.903	41	"SHELBY"	0.7355901	0.77222264	55	33	46	60.763	43.266	52.501	4.8375	-0.63736284	47.0	0.541637	0.093204334	0.5146199	0.4707792	0.335	0.7211567	"G0101170"	1	117	"SHELBY COUNTY"	0.7744909	16.750713	1452.3928	33.2643	-86.6607	0.48735386	0.13609521	0.9442357	10.408345404522327	0.8177643	0.4752064	9.8953235E-5	-0.024465151	-0.053334177	0.053334177
1119.0	0.1808	0.877				0.22570087	61	33	50	71.831	47.576	63.65	3.5	0.31232193	36.9	0.5803016	0.6584824	0.0	0.0	0.432	0.2466074	"G0101190"	1	119			17.647	1429.2	32.5911	-88.1988	0.45083004	0.17918558	0.9861535	9.549808117577195	0.24730141	0.20524916	5.7380053E-6	-0.08760755		
1121.0	0.1783	0.73800004	41	"TALLADEGA"	0.59576344	0.5766937	54	30	44	61.922	41.952	53.683	4.7875	-0.7716189	35.2	0.6576421	0.57307154	0.43956044	0.3902439	0.345	0.6170563	"G0101210"	1	121	"TALLADEGA COUNTY"	0.6284739	16.491852	1448.963	33.3801	-86.1659	0.48641533	0.17068064	0.98457265	9.859222136238113	0.65210044	0.20264159	4.2800184E-5	-0.045582175	-0.011417568	0.011417568
1123.0	0.1806	0.838	41	"TALLAPOOSA"	0.67710423	0.6583462	59	33	48	61.673	39.377	52.995	4.5875	-0.3709706	41.7	0.6539556	0.5621043	0.5576923	0.5	0.374	0.6976291	"G0101230"	1	123	"TALLAPOOSA COUNTY"	0.70729554	16.995556	1442.4445	32.8624	-85.7975	0.48390847	0.20108972	0.9822981	9.953895455079973	0.7041046	0.2520314	2.2252098E-5	-0.07890153	-0.009666443	0.009666443
